"activity","subjectid","signaldomain","accelerationtype","method","measure","dimension","isjerk","ismagnitude","avg"
"laying","8","t","gravity","acc","mean","z",FALSE,FALSE,0.719831539259259
"laying","8","t","gravity","acc","mean","NA",FALSE,TRUE,-0.935308633888889
"laying","8","t","gravity","acc","std","x",FALSE,FALSE,-0.918873192333333
"laying","8","t","gravity","acc","std","y",FALSE,FALSE,-0.957990036481482
"laying","8","t","gravity","acc","std","z",FALSE,FALSE,-0.94183626337037
"laying","8","t","gravity","acc","std","NA",FALSE,TRUE,-0.91325033
"laying","9","f","body","acc","mean","x",FALSE,FALSE,-0.946865494
"laying","9","f","body","acc","mean","x",TRUE,FALSE,-0.964304065
"laying","9","f","body","acc","mean","y",FALSE,FALSE,-0.9343665984
"laying","9","f","body","acc","mean","y",TRUE,FALSE,-0.9640828062
"laying","9","f","body","acc","mean","z",FALSE,FALSE,-0.9459190006
"laying","9","f","body","acc","mean","z",TRUE,FALSE,-0.955909215
"laying","9","f","body","acc","mean","NA",FALSE,TRUE,-0.9266042952
"laying","9","f","body","acc","mean","NA",TRUE,TRUE,-0.9543205856
"laying","9","f","body","acc","std","x",FALSE,FALSE,-0.9409810272
"laying","9","f","body","acc","std","x",TRUE,FALSE,-0.9686013042
"laying","9","f","body","acc","std","y",FALSE,FALSE,-0.9128367508
"laying","9","f","body","acc","std","y",TRUE,FALSE,-0.966634136
"laying","9","f","body","acc","std","z",FALSE,FALSE,-0.9419711636
"laying","9","f","body","acc","std","z",TRUE,FALSE,-0.9597147176
"laying","9","f","body","acc","std","NA",FALSE,TRUE,-0.921929738394
"laying","9","f","body","acc","std","NA",TRUE,TRUE,-0.9550947122
"laying","9","f","body","gyro","mean","x",FALSE,FALSE,-0.930297921
"laying","9","f","body","gyro","mean","y",FALSE,FALSE,-0.9345796594
"laying","9","f","body","gyro","mean","z",FALSE,FALSE,-0.9598150092
"laying","9","f","body","gyro","mean","NA",FALSE,TRUE,-0.9186053356
"laying","9","f","body","gyro","mean","NA",TRUE,TRUE,-0.9558062546
"laying","9","f","body","gyro","std","x",FALSE,FALSE,-0.9463891504
"laying","9","f","body","gyro","std","y",FALSE,FALSE,-0.9231319366
"laying","9","f","body","gyro","std","z",FALSE,FALSE,-0.965686312
"laying","9","f","body","gyro","std","NA",FALSE,TRUE,-0.9034005814
"laying","9","f","body","gyro","std","NA",TRUE,TRUE,-0.9522904702
"laying","9","t","body","acc","mean","x",FALSE,FALSE,0.2591955368
"laying","9","t","body","acc","mean","x",TRUE,FALSE,0.08807344764
"laying","9","t","body","acc","mean","y",FALSE,FALSE,-0.020526821662
"laying","9","t","body","acc","mean","y",TRUE,FALSE,0.011561732718
"laying","9","t","body","acc","mean","z",FALSE,FALSE,-0.10754972144
"laying","9","t","body","acc","mean","z",TRUE,FALSE,-0.0070536778584
"laying","9","t","body","acc","mean","NA",FALSE,TRUE,-0.9308684376
"laying","9","t","body","acc","mean","NA",TRUE,TRUE,-0.9633745492
"laying","9","t","body","acc","std","x",FALSE,FALSE,-0.94233309
"laying","9","t","body","acc","std","x",TRUE,FALSE,-0.9647404702
"laying","9","t","body","acc","std","y",FALSE,FALSE,-0.9162927764
"laying","9","t","body","acc","std","y",TRUE,FALSE,-0.9639966798
"laying","9","t","body","acc","std","z",FALSE,FALSE,-0.9407072854
"laying","9","t","body","acc","std","z",TRUE,FALSE,-0.958562455
"laying","9","t","body","acc","std","NA",FALSE,TRUE,-0.91512680016
"laying","9","t","body","acc","std","NA",TRUE,TRUE,-0.9550268052
"laying","9","t","body","gyro","mean","x",FALSE,FALSE,-0.013632036148
"laying","9","t","body","gyro","mean","x",TRUE,FALSE,-0.10384667982
"laying","9","t","body","gyro","mean","y",FALSE,FALSE,-0.15890291983
"laying","9","t","body","gyro","mean","y",TRUE,FALSE,-0.027552256948
"laying","9","t","body","gyro","mean","z",FALSE,FALSE,0.101275010682
"laying","9","t","body","gyro","mean","z",TRUE,FALSE,-0.0569490475
"laying","9","t","body","gyro","mean","NA",FALSE,TRUE,-0.9071250998
"laying","9","t","body","gyro","mean","NA",TRUE,TRUE,-0.964524819
"laying","9","t","body","gyro","std","x",FALSE,FALSE,-0.9422465098
"laying","9","t","body","gyro","std","x",TRUE,FALSE,-0.945329035
"laying","9","t","body","gyro","std","y",FALSE,FALSE,-0.9266185314
"laying","9","t","body","gyro","std","y",TRUE,FALSE,-0.9621702422
"laying","9","t","body","gyro","std","z",FALSE,FALSE,-0.9615953704
"laying","9","t","body","gyro","std","z",TRUE,FALSE,-0.9770761602
"laying","9","t","body","gyro","std","NA",FALSE,TRUE,-0.8985578738
"laying","9","t","body","gyro","std","NA",TRUE,TRUE,-0.9528015598
"laying","9","t","gravity","acc","mean","x",FALSE,FALSE,-0.5802528348
"laying","9","t","gravity","acc","mean","y",FALSE,FALSE,-0.1191541962
"laying","9","t","gravity","acc","mean","z",FALSE,FALSE,0.9578730416
"laying","9","t","gravity","acc","mean","NA",FALSE,TRUE,-0.9308684376
"laying","9","t","gravity","acc","std","x",FALSE,FALSE,-0.9218210626
"laying","9","t","gravity","acc","std","y",FALSE,FALSE,-0.9699944882
"laying","9","t","gravity","acc","std","z",FALSE,FALSE,-0.9712046902
"laying","9","t","gravity","acc","std","NA",FALSE,TRUE,-0.91512680016
"walking","1","f","body","acc","mean","x",FALSE,FALSE,-0.202794306326316
"walking","1","f","body","acc","mean","x",TRUE,FALSE,-0.170546964549579
"walking","1","f","body","acc","mean","y",FALSE,FALSE,0.0897127264021053
"walking","1","f","body","acc","mean","y",TRUE,FALSE,-0.0352255241130632
"walking","1","f","body","acc","mean","z",FALSE,FALSE,-0.331560117789474
"walking","1","f","body","acc","mean","z",TRUE,FALSE,-0.468999224631579
"walking","1","f","body","acc","mean","NA",FALSE,TRUE,-0.128623450629474
"walking","1","f","body","acc","mean","NA",TRUE,TRUE,-0.0571194000343158
"walking","1","f","body","acc","std","x",FALSE,FALSE,-0.319134719578947
"walking","1","f","body","acc","std","x",TRUE,FALSE,-0.133586606326316
"walking","1","f","body","acc","std","y",FALSE,FALSE,0.056040006846
"walking","1","f","body","acc","std","y",TRUE,FALSE,0.106739857136
"walking","1","f","body","acc","std","z",FALSE,FALSE,-0.279686751494737
"walking","1","f","body","acc","std","z",TRUE,FALSE,-0.534713440421053
"walking","1","f","body","acc","std","NA",FALSE,TRUE,-0.398032586842105
"walking","1","f","body","acc","std","NA",TRUE,TRUE,-0.103492403002105
"walking","1","f","body","gyro","mean","x",FALSE,FALSE,-0.339032197115789
"walking","1","f","body","gyro","mean","y",FALSE,FALSE,-0.103059416434737
"walking","1","f","body","gyro","mean","z",FALSE,FALSE,-0.255940940315789
"walking","1","f","body","gyro","mean","NA",FALSE,TRUE,-0.199252568986316
"walking","1","f","body","gyro","mean","NA",TRUE,TRUE,-0.319308593778947
"walking","1","f","body","gyro","std","x",FALSE,FALSE,-0.516691938736842
"walking","1","f","body","gyro","std","y",FALSE,FALSE,-0.0335081597884211
"walking","1","f","body","gyro","std","z",FALSE,FALSE,-0.436562227473684
"walking","1","f","body","gyro","std","NA",FALSE,TRUE,-0.321017953894737
"walking","1","f","body","gyro","std","NA",TRUE,TRUE,-0.381601911789474
"walking","1","t","body","acc","mean","x",FALSE,FALSE,0.277330758736842
"walking","1","t","body","acc","mean","x",TRUE,FALSE,0.0740416333157895
"walking","1","t","body","acc","mean","y",FALSE,FALSE,-0.0173838185273684
"walking","1","t","body","acc","mean","y",TRUE,FALSE,0.0282721095884211
"walking","1","t","body","acc","mean","z",FALSE,FALSE,-0.111148103547368
"walking","1","t","body","acc","mean","z",TRUE,FALSE,-0.00416840617789474
"walking","1","t","body","acc","mean","NA",FALSE,TRUE,-0.136971176556842
"walking","1","t","body","acc","mean","NA",TRUE,TRUE,-0.141428809031579
"walking","1","t","body","acc","std","x",FALSE,FALSE,-0.283740258842105
"walking","1","t","body","acc","std","x",TRUE,FALSE,-0.113615602435789
"walking","1","t","body","acc","std","y",FALSE,FALSE,0.114461336747368
"walking","1","t","body","acc","std","y",TRUE,FALSE,0.0670025007684211
"walking","1","t","body","acc","std","z",FALSE,FALSE,-0.260027902210526
"walking","1","t","body","acc","std","z",TRUE,FALSE,-0.502699788526316
"walking","1","t","body","acc","std","NA",FALSE,TRUE,-0.219688645631579
"walking","1","t","body","acc","std","NA",TRUE,TRUE,-0.0744717500625263
"walking","1","t","body","gyro","mean","x",FALSE,FALSE,-0.041830963526
"walking","1","t","body","gyro","mean","x",TRUE,FALSE,-0.0899975423705263
"walking","1","t","body","gyro","mean","y",FALSE,FALSE,-0.0695300462115789
"walking","1","t","body","gyro","mean","y",TRUE,FALSE,-0.0398428709463158
"walking","1","t","body","gyro","mean","z",FALSE,FALSE,0.0849448173042105
"walking","1","t","body","gyro","mean","z",TRUE,FALSE,-0.0461309295021053
"walking","1","t","body","gyro","mean","NA",FALSE,TRUE,-0.160979552536842
"walking","1","t","body","gyro","mean","NA",TRUE,TRUE,-0.298703679084211
"walking","1","t","body","gyro","std","x",FALSE,FALSE,-0.473535485894737
"walking","1","t","body","gyro","std","x",TRUE,FALSE,-0.207421854757895
"walking","1","t","body","gyro","std","y",FALSE,FALSE,-0.0546077686594737
"walking","1","t","body","gyro","std","y",TRUE,FALSE,-0.304468510631579
"walking","1","t","body","gyro","std","z",FALSE,FALSE,-0.344266629473684
"walking","1","t","body","gyro","std","z",TRUE,FALSE,-0.404255452631579
"walking","1","t","body","gyro","std","NA",FALSE,TRUE,-0.186978364526316
"walking","1","t","body","gyro","std","NA",TRUE,TRUE,-0.325324878894737
"walking","1","t","gravity","acc","mean","x",FALSE,FALSE,0.935223201473684
"walking","1","t","gravity","acc","mean","y",FALSE,FALSE,-0.282165021263158
"walking","1","t","gravity","acc","mean","z",FALSE,FALSE,-0.068102864
"walking","1","t","gravity","acc","mean","NA",FALSE,TRUE,-0.136971176556842
"walking","1","t","gravity","acc","std","x",FALSE,FALSE,-0.976609642526316
"walking","1","t","gravity","acc","std","y",FALSE,FALSE,-0.971305961473684
"walking","1","t","gravity","acc","std","z",FALSE,FALSE,-0.947717226105263
"walking","1","t","gravity","acc","std","NA",FALSE,TRUE,-0.219688645631579
"walking","10","f","body","acc","mean","x",FALSE,FALSE,-0.114190001283019
"walking","10","f","body","acc","mean","x",TRUE,FALSE,-0.107941107467925
"walking","10","f","body","acc","mean","y",FALSE,FALSE,0.0533911909886792
"walking","10","f","body","acc","mean","y",TRUE,FALSE,0.0309052018326415
"walking","10","f","body","acc","mean","z",FALSE,FALSE,-0.41218272245283
"walking","10","f","body","acc","mean","z",TRUE,FALSE,-0.464020508867925
"walking","10","f","body","acc","mean","NA",FALSE,TRUE,-0.0930237422792453
"walking","10","f","body","acc","mean","NA",TRUE,TRUE,0.0205189516981132
"walking","10","f","body","acc","std","x",FALSE,FALSE,-0.206366497226415
"walking","10","f","body","acc","std","x",TRUE,FALSE,-0.0791518267107547
"walking","10","f","body","acc","std","y",FALSE,FALSE,-0.129775706316981
"walking","10","f","body","acc","std","y",TRUE,FALSE,0.0484867672264151
"walking","10","f","body","acc","std","z",FALSE,FALSE,-0.435304215660377
"walking","10","f","body","acc","std","z",TRUE,FALSE,-0.558512650188679
"walking","10","f","body","acc","std","NA",FALSE,TRUE,-0.370471943962264
"walking","10","f","body","acc","std","NA",TRUE,TRUE,0.0502087634986792
"walking","10","f","body","gyro","mean","x",FALSE,FALSE,-0.277913780754717
"walking","10","f","body","gyro","mean","y",FALSE,FALSE,-0.345209034528302
"walking","10","f","body","gyro","mean","z",FALSE,FALSE,-0.108530029881132
"walking","10","f","body","gyro","mean","NA",FALSE,TRUE,-0.412616909622642
"walking","10","f","body","gyro","mean","NA",TRUE,TRUE,-0.515065335849057
"walking","10","f","body","gyro","std","x",FALSE,FALSE,-0.458292932830189
"walking","10","f","body","gyro","std","y",FALSE,FALSE,-0.204392821584906
"walking","10","f","body","gyro","std","z",FALSE,FALSE,-0.273292866226415
"walking","10","f","body","gyro","std","NA",FALSE,TRUE,-0.499759796981132
"walking","10","f","body","gyro","std","NA",TRUE,TRUE,-0.517675799056604
"walking","10","t","body","acc","mean","x",FALSE,FALSE,0.278574076603774
"walking","10","t","body","acc","mean","x",TRUE,FALSE,0.0857943809283019
"walking","10","t","body","acc","mean","y",FALSE,FALSE,-0.017022351190566
"walking","10","t","body","acc","mean","y",TRUE,FALSE,0.00408248792641509
"walking","10","t","body","acc","mean","z",FALSE,FALSE,-0.109057512132075
"walking","10","t","body","acc","mean","z",TRUE,FALSE,-0.0162953195396226
"walking","10","t","body","acc","mean","NA",FALSE,TRUE,-0.127400912069811
"walking","10","t","body","acc","mean","NA",TRUE,TRUE,-0.132624992298283
"walking","10","t","body","acc","std","x",FALSE,FALSE,-0.178709734396226
"walking","10","t","body","acc","std","x",TRUE,FALSE,-0.0521991013207547
"walking","10","t","body","acc","std","y",FALSE,FALSE,-0.0227431651698113
"walking","10","t","body","acc","std","y",TRUE,FALSE,0.0750804952113207
"walking","10","t","body","acc","std","z",FALSE,FALSE,-0.395645072075472
"walking","10","t","body","acc","std","z",TRUE,FALSE,-0.511662905849057
"walking","10","t","body","acc","std","NA",FALSE,TRUE,-0.185602396067925
"walking","10","t","body","acc","std","NA",TRUE,TRUE,0.037608338009434
"walking","10","t","body","gyro","mean","x",FALSE,FALSE,0.0106894976215094
"walking","10","t","body","gyro","mean","x",TRUE,FALSE,-0.122709563462264
"walking","10","t","body","gyro","mean","y",FALSE,FALSE,-0.0819540783760943
"walking","10","t","body","gyro","mean","y",TRUE,FALSE,-0.0519204981037736
"walking","10","t","body","gyro","mean","z",FALSE,FALSE,0.0986695731160377
"walking","10","t","body","gyro","mean","z",TRUE,FALSE,-0.0611262928849057
"walking","10","t","body","gyro","mean","NA",FALSE,TRUE,-0.156458730358491
"walking","10","t","body","gyro","mean","NA",TRUE,TRUE,-0.440363636603774
"walking","10","t","body","gyro","std","x",FALSE,FALSE,-0.414205475283019
"walking","10","t","body","gyro","std","x",TRUE,FALSE,-0.366063723207547
"walking","10","t","body","gyro","std","y",FALSE,FALSE,-0.250853318679245
"walking","10","t","body","gyro","std","y",TRUE,FALSE,-0.509683327924528
"walking","10","t","body","gyro","std","z",FALSE,FALSE,-0.174524868603774
"walking","10","t","body","gyro","std","z",TRUE,FALSE,-0.329079492641509
"walking","10","t","body","gyro","std","NA",FALSE,TRUE,-0.402025135660377
"walking","10","t","body","gyro","std","NA",TRUE,TRUE,-0.501027916603774
"walking","10","t","gravity","acc","mean","x",FALSE,FALSE,0.963092149811321
"walking","10","t","gravity","acc","mean","y",FALSE,FALSE,-0.0838277013962264
"walking","10","t","gravity","acc","mean","z",FALSE,FALSE,0.0549276242264151
"walking","10","t","gravity","acc","mean","NA",FALSE,TRUE,-0.127400912069811
"walking","10","t","gravity","acc","std","x",FALSE,FALSE,-0.974435158113208
"walking","10","t","gravity","acc","std","y",FALSE,FALSE,-0.971114719811321
"walking","10","t","gravity","acc","std","z",FALSE,FALSE,-0.957862728301887
"walking","10","t","gravity","acc","std","NA",FALSE,TRUE,-0.185602396067925
"walking","11","f","body","acc","mean","x",FALSE,FALSE,-0.396533731864407
"walking","11","f","body","acc","mean","x",TRUE,FALSE,-0.453265268813559
"walking","11","f","body","acc","mean","y",FALSE,FALSE,-0.0830478435976271
"walking","11","f","body","acc","mean","y",TRUE,FALSE,-0.241801726186441
"walking","11","f","body","acc","mean","z",FALSE,FALSE,-0.616402910169492
"walking","11","f","body","acc","mean","z",TRUE,FALSE,-0.69259387220339
"walking","11","f","body","acc","mean","NA",FALSE,TRUE,-0.458514062542373
"walking","11","f","body","acc","mean","NA",TRUE,TRUE,-0.395116134237288
"walking","11","f","body","acc","std","x",FALSE,FALSE,-0.433703311525424
"walking","11","f","body","acc","std","x",TRUE,FALSE,-0.45394304
"walking","11","f","body","acc","std","y",FALSE,FALSE,-0.0966068285372881
"walking","11","f","body","acc","std","y",TRUE,FALSE,-0.170177403123729
"walking","11","f","body","acc","std","z",FALSE,FALSE,-0.523093394915254
"walking","11","f","body","acc","std","z",TRUE,FALSE,-0.747564612033898
"walking","11","f","body","acc","std","NA",FALSE,TRUE,-0.584455992033898
"walking","11","f","body","acc","std","NA",TRUE,TRUE,-0.41744681559322
"walking","11","f","body","gyro","mean","x",FALSE,FALSE,-0.514753307627119
"walking","11","f","body","gyro","mean","y",FALSE,FALSE,-0.593107398474576
"walking","11","f","body","gyro","mean","z",FALSE,FALSE,-0.398293336610169
"walking","11","f","body","gyro","mean","NA",FALSE,TRUE,-0.610222628813559
"walking","11","f","body","gyro","mean","NA",TRUE,TRUE,-0.751914457457627
"walking","11","f","body","gyro","std","x",FALSE,FALSE,-0.623150268983051
"walking","11","f","body","gyro","std","y",FALSE,FALSE,-0.453663184067797
"walking","11","f","body","gyro","std","z",FALSE,FALSE,-0.498554639491525
"walking","11","f","body","gyro","std","NA",FALSE,TRUE,-0.59974543779661
"walking","11","f","body","gyro","std","NA",TRUE,TRUE,-0.773574064745763
"walking","11","t","body","acc","mean","x",FALSE,FALSE,0.271821892881356
"walking","11","t","body","acc","mean","x",TRUE,FALSE,0.0829709328491525
"walking","11","t","body","acc","mean","y",FALSE,FALSE,-0.0166475833623729
"walking","11","t","body","acc","mean","y",TRUE,FALSE,0.0127682476559322
"walking","11","t","body","acc","mean","z",FALSE,FALSE,-0.106096304033898
"walking","11","t","body","acc","mean","z",TRUE,FALSE,-0.013364827779661
"walking","11","t","body","acc","mean","NA",FALSE,TRUE,-0.288323472033898
"walking","11","t","body","acc","mean","NA",TRUE,TRUE,-0.402333202033898
"walking","11","t","body","acc","std","x",FALSE,FALSE,-0.422842071864407
"walking","11","t","body","acc","std","x",TRUE,FALSE,-0.428516343559322
"walking","11","t","body","acc","std","y",FALSE,FALSE,-0.0522120750440678
"walking","11","t","body","acc","std","y",TRUE,FALSE,-0.181419230254237
"walking","11","t","body","acc","std","z",FALSE,FALSE,-0.530626311355932
"walking","11","t","body","acc","std","z",TRUE,FALSE,-0.720654731186441
"walking","11","t","body","acc","std","NA",FALSE,TRUE,-0.487735915084746
"walking","11","t","body","acc","std","NA",TRUE,TRUE,-0.403141284745763
"walking","11","t","body","gyro","mean","x",FALSE,FALSE,-0.0426928995457627
"walking","11","t","body","gyro","mean","x",TRUE,FALSE,-0.0918204195491525
"walking","11","t","body","gyro","mean","y",FALSE,FALSE,-0.0705104974254237
"walking","11","t","body","gyro","mean","y",TRUE,FALSE,-0.0514172549559322
"walking","11","t","body","gyro","mean","z",FALSE,FALSE,0.0843744495507542
"walking","11","t","body","gyro","mean","z",TRUE,FALSE,-0.0342677451
"walking","11","t","body","gyro","mean","NA",FALSE,TRUE,-0.421801673559322
"walking","11","t","body","gyro","mean","NA",TRUE,TRUE,-0.63073270559322
"walking","11","t","body","gyro","std","x",FALSE,FALSE,-0.596346930847458
"walking","11","t","body","gyro","std","x",TRUE,FALSE,-0.541616397118644
"walking","11","t","body","gyro","std","y",FALSE,FALSE,-0.499625287288136
"walking","11","t","body","gyro","std","y",TRUE,FALSE,-0.737993755932203
"walking","11","t","body","gyro","std","z",FALSE,FALSE,-0.434178202542373
"walking","11","t","body","gyro","std","z",TRUE,FALSE,-0.551079942542373
"walking","11","t","body","gyro","std","NA",FALSE,TRUE,-0.558362783220339
"walking","11","t","body","gyro","std","NA",TRUE,TRUE,-0.753671416101695
"walking","11","t","gravity","acc","mean","x",FALSE,FALSE,0.946468451355932
"walking","11","t","gravity","acc","mean","y",FALSE,FALSE,-0.212045870169492
"walking","11","t","gravity","acc","mean","z",FALSE,FALSE,0.134053215101695
"walking","11","t","gravity","acc","mean","NA",FALSE,TRUE,-0.288323472033898
"walking","11","t","gravity","acc","std","x",FALSE,FALSE,-0.98110101440678
"walking","11","t","gravity","acc","std","y",FALSE,FALSE,-0.966240553559322
"walking","11","t","gravity","acc","std","z",FALSE,FALSE,-0.960852684067797
"walking","11","t","gravity","acc","std","NA",FALSE,TRUE,-0.487735915084746
"walking","12","f","body","acc","mean","x",FALSE,FALSE,-0.05435763951
"walking","12","f","body","acc","mean","x",TRUE,FALSE,-0.08161979534
"walking","12","f","body","acc","mean","y",FALSE,FALSE,-0.071302455092
"walking","12","f","body","acc","mean","y",TRUE,FALSE,-0.1413740705982
"walking","12","f","body","acc","mean","z",FALSE,FALSE,-0.4223253002
"walking","12","f","body","acc","mean","z",TRUE,FALSE,-0.4913861728
"walking","12","f","body","acc","mean","NA",FALSE,TRUE,-0.153116002784
"walking","12","f","body","acc","mean","NA",TRUE,TRUE,-0.029912425338
"walking","12","f","body","acc","std","x",FALSE,FALSE,-0.160707260634
"walking","12","f","body","acc","std","x",TRUE,FALSE,-0.03105929456
"walking","12","f","body","acc","std","y",FALSE,FALSE,-0.20851528006
"walking","12","f","body","acc","std","y",TRUE,FALSE,-0.094056408433
"walking","12","f","body","acc","std","z",FALSE,FALSE,-0.4521466944
"walking","12","f","body","acc","std","z",TRUE,FALSE,-0.5314863218
"walking","12","f","body","acc","std","NA",FALSE,TRUE,-0.4088962994
"walking","12","f","body","acc","std","NA",TRUE,TRUE,-0.013953908696
"walking","12","f","body","gyro","mean","x",FALSE,FALSE,-0.4019759318
"walking","12","f","body","gyro","mean","y",FALSE,FALSE,-0.4678863378
"walking","12","f","body","gyro","mean","z",FALSE,FALSE,-0.31728248436
"walking","12","f","body","gyro","mean","NA",FALSE,TRUE,-0.442503784
"walking","12","f","body","gyro","mean","NA",TRUE,TRUE,-0.5611764414
"walking","12","f","body","gyro","std","x",FALSE,FALSE,-0.5931428818
"walking","12","f","body","gyro","std","y",FALSE,FALSE,-0.4437983296
"walking","12","f","body","gyro","std","z",FALSE,FALSE,-0.4222565212
"walking","12","f","body","gyro","std","NA",FALSE,TRUE,-0.4948022154
"walking","12","f","body","gyro","std","NA",TRUE,TRUE,-0.5649340126
"walking","12","t","body","acc","mean","x",FALSE,FALSE,0.2771286656
"walking","12","t","body","acc","mean","x",TRUE,FALSE,0.045764401482
"walking","12","t","body","acc","mean","y",FALSE,FALSE,-0.015560927606
"walking","12","t","body","acc","mean","y",TRUE,FALSE,0.0197766948336
"walking","12","t","body","acc","mean","z",FALSE,FALSE,-0.10316110632
"walking","12","t","body","acc","mean","z",TRUE,FALSE,0.005025870328
"walking","12","t","body","acc","mean","NA",FALSE,TRUE,-0.102204550448
"walking","12","t","body","acc","mean","NA",TRUE,TRUE,-0.144064922688
"walking","12","t","body","acc","std","x",FALSE,FALSE,-0.128898533096
"walking","12","t","body","acc","std","x",TRUE,FALSE,-0.01350661106
"walking","12","t","body","acc","std","y",FALSE,FALSE,-0.122783290008
"walking","12","t","body","acc","std","y",TRUE,FALSE,-0.089404968585
"walking","12","t","body","acc","std","z",FALSE,FALSE,-0.4106060626
"walking","12","t","body","acc","std","z",TRUE,FALSE,-0.512276838
"walking","12","t","body","acc","std","NA",FALSE,TRUE,-0.23697286882
"walking","12","t","body","acc","std","NA",TRUE,TRUE,-0.02028505044
"walking","12","t","body","gyro","mean","x",FALSE,FALSE,-0.1045136708758
"walking","12","t","body","gyro","mean","x",TRUE,FALSE,-0.06223893174
"walking","12","t","body","gyro","mean","y",FALSE,FALSE,-0.03442910782
"walking","12","t","body","gyro","mean","y",TRUE,FALSE,-0.049852604592
"walking","12","t","body","gyro","mean","z",FALSE,FALSE,0.0999739123004
"walking","12","t","body","gyro","mean","z",TRUE,FALSE,-0.0467338151926
"walking","12","t","body","gyro","mean","NA",FALSE,TRUE,-0.35593036512
"walking","12","t","body","gyro","mean","NA",TRUE,TRUE,-0.5174937754
"walking","12","t","body","gyro","std","x",FALSE,FALSE,-0.5462634706
"walking","12","t","body","gyro","std","x",TRUE,FALSE,-0.3908072382
"walking","12","t","body","gyro","std","y",FALSE,FALSE,-0.4494013978
"walking","12","t","body","gyro","std","y",TRUE,FALSE,-0.581290691
"walking","12","t","body","gyro","std","z",FALSE,FALSE,-0.35017028664
"walking","12","t","body","gyro","std","z",TRUE,FALSE,-0.4806421996
"walking","12","t","body","gyro","std","NA",FALSE,TRUE,-0.4132083408
"walking","12","t","body","gyro","std","NA",TRUE,TRUE,-0.5488904506
"walking","12","t","gravity","acc","mean","x",FALSE,FALSE,0.9668735148
"walking","12","t","gravity","acc","mean","y",FALSE,FALSE,-0.1559834498
"walking","12","t","gravity","acc","mean","z",FALSE,FALSE,-0.03608428788
"walking","12","t","gravity","acc","mean","NA",FALSE,TRUE,-0.102204550448
"walking","12","t","gravity","acc","std","x",FALSE,FALSE,-0.97911312
"walking","12","t","gravity","acc","std","y",FALSE,FALSE,-0.9646191738
"walking","12","t","gravity","acc","std","z",FALSE,FALSE,-0.9502762272
"walking","12","t","gravity","acc","std","NA",FALSE,TRUE,-0.23697286882
"walking","13","f","body","acc","mean","x",FALSE,FALSE,-0.335030121052632
"walking","13","f","body","acc","mean","x",TRUE,FALSE,-0.290460801694737
"walking","13","f","body","acc","mean","y",FALSE,FALSE,0.0955150666694737
"walking","13","f","body","acc","mean","y",TRUE,FALSE,-0.0439195137368421
"walking","13","f","body","acc","mean","z",FALSE,FALSE,-0.246851507561404
"walking","13","f","body","acc","mean","z",TRUE,FALSE,-0.342263716894737
"walking","13","f","body","acc","mean","NA",FALSE,TRUE,-0.23460086645614
"walking","13","f","body","acc","mean","NA",TRUE,TRUE,-0.15211150075614
"walking","13","f","body","acc","std","x",FALSE,FALSE,-0.353299848947368
"walking","13","f","body","acc","std","x",TRUE,FALSE,-0.219716159766667
"walking","13","f","body","acc","std","y",FALSE,FALSE,0.0921968931052632
"walking","13","f","body","acc","std","y",TRUE,FALSE,0.0946741596910526
"walking","13","f","body","acc","std","z",FALSE,FALSE,-0.269896395250877
"walking","13","f","body","acc","std","z",TRUE,FALSE,-0.406173351578947
"walking","13","f","body","acc","std","NA",FALSE,TRUE,-0.438388953157895
"walking","13","f","body","acc","std","NA",TRUE,TRUE,-0.113591923723684
"walking","13","f","body","gyro","mean","x",FALSE,FALSE,-0.192856474047368
"walking","13","f","body","gyro","mean","y",FALSE,FALSE,-0.256213554508772
"walking","13","f","body","gyro","mean","z",FALSE,FALSE,-0.276607954736842
"walking","13","f","body","gyro","mean","NA",FALSE,TRUE,-0.267472373877193
"walking","13","f","body","gyro","mean","NA",TRUE,TRUE,-0.338527133789474
"walking","13","f","body","gyro","std","x",FALSE,FALSE,-0.435714710526316
"walking","13","f","body","gyro","std","y",FALSE,FALSE,-0.318618506122807
"walking","13","f","body","gyro","std","z",FALSE,FALSE,-0.455333900526316
"walking","13","f","body","gyro","std","NA",FALSE,TRUE,-0.379951835438597
"walking","13","f","body","gyro","std","NA",TRUE,TRUE,-0.349285611070175
"walking","13","t","body","acc","mean","x",FALSE,FALSE,0.275883130350877
"walking","13","t","body","acc","mean","x",TRUE,FALSE,0.0809590227198246
"walking","13","t","body","acc","mean","y",FALSE,FALSE,-0.0185660651947368
"walking","13","t","body","acc","mean","y",TRUE,FALSE,0.00308364501403509
"walking","13","t","body","acc","mean","z",FALSE,FALSE,-0.111431456192982
"walking","13","t","body","acc","mean","z",TRUE,FALSE,0.00597249011754386
"walking","13","t","body","acc","mean","NA",FALSE,TRUE,-0.135643867842105
"walking","13","t","body","acc","mean","NA",TRUE,TRUE,-0.133205034736842
"walking","13","t","body","acc","std","x",FALSE,FALSE,-0.346980394210526
"walking","13","t","body","acc","std","x",TRUE,FALSE,-0.220910068015789
"walking","13","t","body","acc","std","y",FALSE,FALSE,0.141866689392982
"walking","13","t","body","acc","std","y",TRUE,FALSE,0.0565488771722807
"walking","13","t","body","acc","std","z",FALSE,FALSE,-0.220503537026316
"walking","13","t","body","acc","std","z",TRUE,FALSE,-0.374633172105263
"walking","13","t","body","acc","std","NA",FALSE,TRUE,-0.292546377017544
